,Sec,NanoSec,0-ref Sec,a_x,a_y,a_z,w_x,w_y,w_z,w_left,w_right,X,Y,Z,qX,qY,qZ,qW,v_x,v_y,v_z
p,1633451995,156388750,1.033374071,,,,0,2.07E-16,0,,,-0.164278052,0.150583109,0.082923877,0.019552825,-0.021770725,-0.00232048,0.999569076,-0.001771494,-0.000204648,0.001590367
i,1633451994,909921792,1.040670872,-0.383851397,0.059096834,-9.804249953,0.001989794,0.537738442,-0.001569711,,,,,,,,,,,,
of,1633451994,955293894,1.047246695,,,,0,0,0,,,0,0,0,0,0,0,1,0,0,0
of,1633451994,955293894,1.047246695,,,,0,0,0,,,0,0,0,0,0,0,1,0,0,0
i,1633451994,919930624,1.050679684,-0.390532665,0.062787072,-9.800948573,0.001415776,0.534993231,-0.000970715,,,,,,,,,,,,
i,1633451994,929936128,1.060685158,-0.393519097,0.060317709,-9.800205646,0.000705539,0.537142098,-0.001871126,,,,,,,,,,,,
p,1633451995,189942750,1.066928148,,,,0,2.08E-16,0,,,-0.164339789,0.150574493,0.082974298,0.019552825,-0.021770725,-0.00232048,0.999569076,-0.001611596,-0.000186176,0.001446818
i,1633451994,939943424,1.070692301,-0.390727968,0.056278042,-9.802128139,0.000416387,0.53548497,-0.002322094,,,,,,,,,,,,
i,1633451994,949952512,1.08070159,-0.385916841,0.054878285,-9.807084884,6.94E-05,0.537786782,-0.002292588,,,,,,,,,,,,
of,1633451994,995259285,1.087212086,,,,0,0,0,,,0,0,0,0,0,0,1,0,0,0
i,1633451994,959957504,1.090706587,-0.379718279,0.049660519,-9.802278361,-6.17E-05,0.535151958,-0.002016546,,,,,,,,,,,,
of,1633451995,8260250,1.100213051,,,,0,0,0,,,0,0,0,0,0,0,1,0,0,0
ho,1633451995,8260160,1.100213051,,,,0,0,0,,,0,0,0,0,0,0,1,0,0,0
e,1633451995,8260160,1.100213051,,,,,,,0,0,,,,,,,,,,
p,1633451995,223329750,1.100315094,,,,0,2.10E-16,0,,,-0.164395674,0.150566694,0.08301994,0.019552825,-0.021770725,-0.00232048,0.999569076,-0.001476019,-0.000170514,0.001325103
i,1633451994,969964544,1.100713491,-0.370851593,0.048286883,-9.805710089,-0.000766357,0.53794533,-0.001961285,,,,,,,,,,,,
i,1633451994,979973632,1.110722542,-0.368188073,0.048381105,-9.808991595,0.000748703,0.536045969,-0.001685068,,,,,,,,,,,,
i,1633451994,989978368,1.120727301,-0.367544843,0.053826835,-9.805601952,0.001059456,0.537592709,-0.001152941,,,,,,,,,,,,
of,1633451995,35318136,1.127270937,,,,0,0,0,,,0,0,0,0,0,0,1,0,0,0
i,1633451994,999985408,1.130734444,-0.375129563,0.058534858,-9.802585819,-0.000225605,0.533938527,-0.001618975,,,,,,,,,,,,
p,1633451995,256327750,1.133313179,,,,0,2.07E-16,0,,,-0.164446262,0.150559635,0.083061255,0.019552825,-0.021770725,-0.00232048,0.999569076,-0.001313348,-0.000151721,0.001179064
i,1633451995,10000640,1.140749693,-0.380445205,0.059805987,-9.8007814,-0.000351604,0.537715912,-0.001401299,,,,,,,,,,,,
of,1633451995,56733847,1.148686647,,,,0,0,0,,,0,0,0,0,0,0,1,0,0,0
of,1633451995,56733847,1.148686647,,,,0,0,0,,,0,0,0,0,0,0,1,0,0,0
i,1633451995,20005888,1.150754929,-0.385872454,0.059873984,-9.805587339,-0.000246067,0.534229159,-0.001287322,,,,,,,,,,,,
i,1633451995,30012672,1.160761595,-0.390052516,0.058471853,-9.79814696,-4.17E-05,0.538815737,-0.002118071,,,,,,,,,,,,
p,1633451995,289897750,1.166882992,,,,0,2.08E-16,0,,,-0.164492054,0.150553244,0.083098654,0.019552825,-0.021770725,-0.00232048,0.999569076,-0.001194033,-0.000137938,0.001071949
i,1633451995,40021760,1.170770645,-0.390116595,0.057678743,-9.802685773,0.000563029,0.536691964,-0.001053381,,,,,,,,,,,,
i,1633451995,50027008,1.180775881,-0.38611883,0.053688208,-9.798014274,-0.000249229,0.540239096,-0.002099038,,,,,,,,,,,,
of,1633451995,95302105,1.187254906,,,,0,0,0,,,0,0,0,0,0,0,1,0,0,0
i,1633451995,60033792,1.190782785,-0.378340671,0.050690396,-9.802494049,-5.23E-05,0.537745416,-0.001673989,,,,,,,,,,,,
e,1633451995,107101041,1.199053764,,,,,,,0,0,,,,,,,,,,
of,1633451995,107100964,1.199053764,,,,0,0,0,,,0,0,0,0,0,0,1,0,0,0
ho,1633451995,107101041,1.199053764,,,,0,0,0,,,0,0,0,0,0,0,1,0,0,0
p,1633451995,323321750,1.200307131,,,,0,1.04E-16,0,,,-0.164533505,0.15054746,0.083132507,0.019552825,-0.021770725,-0.00232048,0.999569076,-0.000541918,-6.26E-05,0.000486509
i,1633451995,70042880,1.200791836,-0.374355108,0.048184441,-9.803713362,0.000398308,0.538471818,-0.00188993,,,,,,,,,,,,
i,1633451995,80048128,1.210797071,-0.369575728,0.049255618,-9.800013923,0.00036455,0.535749018,-0.001257257,,,,,,,,,,,,
i,1633451995,90054656,1.220803738,-0.372500091,0.052983553,-9.807690449,0.001286075,0.538665533,-0.001556987,,,,,,,,,,,,
of,1633451995,135305643,1.227258444,,,,0,0,0,,,0,0,0,0,0,0,1,0,0,0
i,1633451995,100063488,1.23081255,-0.374409834,0.055395829,-9.801438987,0.000787976,0.537130058,-0.000544393,,,,,,,,,,,,
i,1633451995,110068480,1.240817547,-0.383245759,0.059667191,-9.808297183,0.000648247,0.541172266,-0.001249167,,,,,,,,,,,,
of,1633451995,155306816,1.247259617,,,,0,0,0,,,0,0,0,0,0,0,1,0,0,0
i,1633451995,120075520,1.250824451,-0.384295816,0.058128131,-9.803076818,0.00025406,0.536746502,-0.001430559,,,,,,,,,,,,
i,1633451995,130084608,1.260833502,-0.389100696,0.060071283,-9.801415606,0.000276286,0.538829088,-0.001292881,,,,,,,,,,,,
p,1633451995,389985750,1.266971111,,,,0,2.09E-16,0,,,-0.164571027,0.150542223,0.083163152,0.019552825,-0.021770725,-0.00232048,0.999569076,-0.000984224,-0.0001137,0.000883592
of,1633451995,175364733,1.267317533,,,,0,0,0,,,0,0,0,0,0,0,1,0,0,0
of,1633451995,175364733,1.267317533,,,,0,0,0,,,0,0,0,0,0,0,1,0,0,0
i,1633451995,140089600,1.270838499,-0.389519396,0.056710419,-9.801213362,-0.000627698,0.536093712,-0.001707343,,,,,,,,,,,,
i,1633451995,150096640,1.280845642,-0.384928926,0.053473506,-9.800331903,-8.52E-05,0.539716244,-0.001359993,,,,,,,,,,,,
i,1633451995,160105728,1.290854692,-0.378854063,0.048200935,-9.800246563,0.000110298,0.534113765,-0.002698137,,,,,,,,,,,,
e,1633451995,206316016,1.298268795,,,,,,,0,0,,,,,,,,,,
of,1633451995,206315994,1.298268795,,,,0,0,0,,,0,0,0,0,0,0,1,0,0,0
ho,1633451995,206316016,1.298268795,,,,0,0,0,,,0,0,0,0,0,0,1,0,0,0
p,1633451995,423211750,1.300197124,,,,0,2.09E-16,0,,,-0.164604992,0.150537483,0.083190891,0.019552825,-0.021770725,-0.00232048,0.999569076,-0.000892406,-0.000103093,0.000801162
i,1633451995,170110720,1.30085969,-0.373721486,0.047520506,-9.804262813,0.000749232,0.539118052,-0.001137579,,,,,,,,,,,,
i,1633451995,180117760,1.310866833,-0.370171612,0.047906752,-9.803083832,-0.000492561,0.536779344,-0.000952437,,,,,,,,,,,,
i,1633451995,190126848,1.320875883,-0.373142627,0.053646337,-9.811451263,-4.84E-06,0.537410498,-0.001146279,,,,,,,,,,,,
i,1633451995,200131584,1.330880642,-0.377808171,0.056753879,-9.809691852,0.000972331,0.534591854,-0.001072399,,,,,,,,,,,,
of,1633451995,239542961,1.331495762,,,,0,0,0,,,0,0,0,0,0,0,1,0,0,0
of,1633451995,239542961,1.331495762,,,,0,0,0,,,0,0,0,0,0,0,1,0,0,0
p,1633451995,456382750,1.333368063,,,,0,2.07E-16,0,,,-0.164635738,0.150533193,0.083216002,0.019552825,-0.021770725,-0.00232048,0.999569076,-0.000801264,-9.26E-05,0.000719338
i,1633451995,210138112,1.34088707,-0.379830251,0.056713364,-9.796049696,0.000459022,0.539147913,-0.000657687,,,,,,,,,,,,
i,1633451995,220146688,1.350895643,-0.381102025,0.058558444,-9.793066296,5.88E-05,0.535248995,-0.001150085,,,,,,,,,,,,
i,1633451995,230157568,1.360906601,-0.389478406,0.061063454,-9.799702373,4.81E-05,0.539001346,-0.00162125,,,,,,,,,,,,
p,1633451995,489824750,1.366810083,,,,-0.02450175,-0.012250875,0.054329097,,,-0.164663569,0.150529309,0.083238731,0.019552825,-0.021770725,-0.00232048,0.999569076,1.129523919,-0.328662344,-0.067323604
of,1633451995,275294065,1.367246866,,,,0,0,0,,,0,0,0,0,0,0,1,0,0,0
i,1633451995,240164352,1.370913267,-0.391521055,0.055579798,-9.813808055,-0.000747013,0.535652816,-0.000940159,,,,,,,,,,,,
i,1633451995,250173184,1.380922079,-0.383145769,0.052300516,-9.809635738,0.000491469,0.537872791,-0.001177811,,,,,,,,,,,,
of,1633451995,295318842,1.387271643,,,,0,0,0,,,0,0,0,0,0,0,1,0,0,0
i,1633451995,260178176,1.390927076,-0.379970318,0.054739315,-9.800922855,0.001159049,0.53655082,-0.002601122,,,,,,,,,,,,
of,1633451995,305724144,1.397676945,,,,0,0,0,,,0,0,0,0,0,0,1,0,0,0
ho,1633451995,305724036,1.397676945,,,,0,0,0,,,0,0,0,0,0,0,1,0,0,0
e,1633451995,305724036,1.397676945,,,,,,,0,0,,,,,,,,,,
i,1633451995,270185216,1.400934219,-0.379574633,0.056182148,-9.798142284,0.001099672,0.538618386,-0.002109612,,,,,,,,,,,,
p,1633451995,524341750,1.401327133,,,,-0.007597115,-0.007597115,7.52E-14,,,-0.125644072,0.139105183,0.082182515,0.019109228,-0.021999406,-0.001396583,0.999574366,0.187260244,-0.104376671,-0.06947651
i,1633451995,280194304,1.41094327,-0.380418938,0.053960978,-9.80628292,0.000579904,0.53654021,-0.000877692,,,,,,,,,,,,
i,1633451995,290199296,1.420948267,-0.372992222,0.055651393,-9.802758838,0.000344652,0.540741742,-0.000970059,,,,,,,,,,,,
of,1633451995,335278988,1.427231789,,,,0,0,0,,,0,0,0,0,0,0,1,0,0,0
i,1633451995,300206336,1.43095541,-0.368308558,0.05648873,-9.805670341,0.000786978,0.537263215,-0.001007181,,,,,,,,,,,,
p,1633451995,556477750,1.433463097,,,,6.78E-28,1.99E-16,0.006989236,,,-0.119540142,0.13581638,0.080090752,0.018987039,-0.022121253,-0.001401601,0.999573998,0.099660913,-0.043604208,-0.043911159
i,1633451995,310215424,1.44096446,-0.376153865,0.055284953,-9.800746913,-0.000326391,0.538206637,-0.000947248,,,,,,,,,,,,
of,1633451995,355287075,1.447239876,,,,0,0,0,,,0,0,0,0,0,0,1,0,0,0
i,1633451995,320220160,1.450969219,-0.383508684,0.057117077,-9.804540461,-0.000325253,0.535360754,-0.000897628,,,,,,,,,,,,
i,1633451995,330226688,1.460975647,-0.388987444,0.060301598,-9.806149649,0.000404242,0.540001094,-0.001185796,,,,,,,,,,,,
of,1633451995,375289679,1.467242479,,,,0,0,0,,,0,0,0,0,0,0,1,0,0,0
p,1633451995,591408750,1.468394041,,,,0,0,0,,,-0.115997201,0.13434022,0.078655384,0.018984339,-0.022123571,-0.001279583,0.999574162,0.031325171,0.001270859,-0.030721318
i,1633451995,340235264,1.470984221,-0.391165958,0.065671098,-9.797135153,0.000847618,0.536811948,-0.002686557,,,,,,,,,,,,
i,1633451995,350239744,1.480988741,-0.38648043,0.058859925,-9.804248784,0.001532739,0.54050684,-0.002156337,,,,,,,,,,,,
of,1633451995,395293951,1.487246752,,,,0,0,0,,,0,0,0,0,0,0,1,0,0,0
i,1633451995,360246272,1.490995169,-0.381643256,0.061739211,-9.802043968,0.000890978,0.53750664,-0.002094137,,,,,,,,,,,,
e,1633451995,404576263,1.496529102,,,,,,,0,0,,,,,,,,,,
of,1633451995,404576302,1.496529102,,,,0,0,0,,,0,0,0,0,0,0,1,0,0,0
ho,1633451995,404576263,1.496529102,,,,0,0,0,,,0,0,0,0,0,0,1,0,0,0
p,1633451995,623419750,1.500405073,,,,-0.010382079,-0.010382079,2.80E-15,,,-0.114951822,0.134414732,0.077719482,0.018984339,-0.022123571,-0.001279583,0.999574162,0.081818817,-0.029876129,-0.051769122
i,1633451995,370254848,1.501003742,-0.379452541,0.059995651,-9.812418062,0.000156961,0.53731811,-0.001678345,,,,,,,,,,,,
i,1633451995,380259584,1.511008501,-0.378205061,0.06239862,-9.801516729,0.000798739,0.535281718,-0.002748016,,,,,,,,,,,,
i,1633451995,390266368,1.521015406,-0.378349402,0.062961104,-9.801736509,0.000834581,0.537237406,-0.002298885,,,,,,,,,,,,
of,1633451995,435270548,1.527223349,,,,0,0,0,,,0,0,0,0,0,0,1,0,0,0
i,1633451995,400274944,1.531023979,-0.379257968,0.064266885,-9.798836696,0.001438323,0.536756516,-0.002707263,,,,,,,,,,,,
p,1633451995,656675750,1.533661127,,,,0.003663908,0.003663908,3.20E-14,,,-0.112158734,0.133477564,0.076083861,0.018811557,-0.022295909,-0.001286679,0.99957359,0.013318984,0.000827574,-0.015868641
i,1633451995,410279680,1.541028738,-0.389556148,0.067579594,-9.808486568,0.001081197,0.537651777,-0.001544458,,,,,,,,,,,,
of,1633451995,455307007,1.547259808,,,,0,0,0,,,0,0,0,0,0,0,1,0,0,0
of,1633451995,455307007,1.547259808,,,,0,0,0,,,0,0,0,0,0,0,1,0,0,0
i,1633451995,420286464,1.551035404,-0.3893847,0.061965905,-9.800913502,-6.99E-05,0.537678301,-0.001688776,,,,,,,,,,,,
i,1633451995,430300928,1.561049938,-0.385675507,0.05114145,-9.798785258,0.000411436,0.53778863,-0.002848267,,,,,,,,,,,,
i,1633451995,440311552,1.571060658,-0.382182916,0.040726891,-9.800013338,-0.000805119,0.53572613,-0.003600805,,,,,,,,,,,,
i,1633451995,450318336,1.581067324,-0.380527805,0.026143614,-9.799360428,-0.000862759,0.537368834,-0.004237696,,,,,,,,,,,,
of,1633451995,495232105,1.587184906,,,,0,0,0,,,0,0,0,0,0,0,1,0,0,0
i,1633451995,460326912,1.591075897,-0.376987064,0.010629176,-9.811443079,5.68E-05,0.536366165,-0.004772863,,,,,,,,,,,,
of,1633451995,503868103,1.595820904,,,,0,0,0,,,0,0,0,0,0,0,1,0,0,0
ho,1633451995,503868031,1.595820904,,,,0,0,0,,,0,0,0,0,0,0,1,0,0,0
e,1633451995,503868031,1.595820904,,,,,,,0,0,,,,,,,,,,
p,1633451995,723309750,1.600295067,,,,-2.49E-15,-3.61E-34,0,,,-0.111224969,0.13356948,0.075069761,0.018933732,-0.022174048,-0.001281661,0.999574001,0.022002123,0.001759528,-0.025689531
i,1633451995,470331392,1.601080418,-0.369229143,0.000615182,-9.801776256,-0.000863072,0.536990881,-0.00477199,,,,,,,,,,,,
i,1633451995,480337920,1.611086845,-0.363730144,-0.004848538,-9.816460615,-0.000411205,0.536270499,-0.002819018,,,,,,,,,,,,
i,1633451995,490346496,1.621095419,-0.356766296,0.003212562,-9.812586404,0.001938644,0.538111389,-0.000582934,,,,,,,,,,,,
of,1633451995,535329342,1.627282143,,,,0,0,0,,,0,0,0,0,0,0,1,0,0,0
of,1633451995,535329342,1.627282143,,,,0,0,0,,,0,0,0,0,0,0,1,0,0,0
i,1633451995,500350976,1.631099939,-0.367448945,0.026993753,-9.81688264,0.002491526,0.53726697,0.000919249,,,,,,,,,,,,
p,1633451995,756620750,1.633605957,,,,-2.50E-15,-3.63E-34,0,,,-0.110454705,0.133657898,0.07425015,0.018933732,-0.022174048,-0.001281661,0.999574001,0.024409163,-0.008480223,-0.022899348
i,1633451995,510357504,1.641106606,-0.380766692,0.05568593,-9.802379483,0.002310693,0.536710799,0.002752906,,,,,,,,,,,,
i,1633451995,520366080,1.651115179,-0.389899372,0.080398529,-9.793588274,0.003021281,0.535831213,0.002272763,,,,,,,,,,,,
i,1633451995,530371072,1.661120176,-0.397662334,0.101095965,-9.782948806,0.000503316,0.536319852,-0.000715736,,,,,,,,,,,,
p,1633451995,789777750,1.666763067,,,,9.44E-29,-2.08E-16,-0.007303279,,,-0.109612956,0.133402864,0.073517344,0.018933732,-0.022174048,-0.001281661,0.999574001,0.006764827,0.001398959,-0.018437072
of,1633451995,575241804,1.667194605,,,,0,0,0,,,0,0,0,0,0,0,1,0,0,0
i,1633451995,540377344,1.671126366,-0.40097745,0.109309301,-9.780446468,-0.001712886,0.535993457,-0.00102114,,,,,,,,,,,,
i,1633451995,550385920,1.681134939,-0.400173221,0.103063448,-9.80586791,-0.001191606,0.536820769,-0.002128185,,,,,,,,,,,,
of,1633451995,595335484,1.687288284,,,,0,0,0,,,0,0,0,0,0,0,1,0,0,0
i,1633451995,560390656,1.691139698,-0.39136148,0.088491856,-9.806240835,-0.002268397,0.537921667,-0.004477857,,,,,,,,,,,,
of,1633451995,602019787,1.693972588,,,,0,0,0,,,0,0,0,0,0,0,1,0,0,0
ho,1633451995,602019741,1.693972588,,,,0,0,0,,,0,0,0,0,0,0,1,0,0,0
e,1633451995,602019741,1.693972588,,,,,,,0,0,,,,,,,,,,
p,1633451995,823206750,1.700191975,,,,2.07E-16,-2.08E-16,0,,,-0.1093596,0.133472093,0.072913846,0.018936439,-0.022171736,-0.00140368,0.999573837,-0.002915792,0.01447344,-0.016818641
i,1633451995,570396928,1.701145887,-0.376649977,0.07182284,-9.813002584,-0.000400995,0.536836326,-0.00530868,,,,,,,,,,,,
i,1633451995,580405760,1.711154699,-0.3624431,0.0564598,-9.796029822,0.001004739,0.536448598,-0.004578128,,,,,,,,,,,,
i,1633451995,590410240,1.72115922,-0.354971084,0.047793989,-9.804776023,0.001785841,0.536340594,-0.003362593,,,,,,,,,,,,
of,1633451995,635296106,1.727248907,,,,0,0,0,,,0,0,0,0,0,0,1,0,0,0
of,1633451995,635296106,1.727248907,,,,0,0,0,,,0,0,0,0,0,0,1,0,0,0
i,1633451995,600416768,1.731165648,-0.362830638,0.039606431,-9.814346984,0.000560934,0.53612709,-0.002223327,,,,,,,,,,,,
p,1633451995,856644750,1.73363018,,,,2.10E-16,-2.10E-16,0,,,-0.109431094,0.13397732,0.072366453,0.018936439,-0.022171736,-0.00140368,0.999573837,0.009318272,-0.004056718,-0.011996085
i,1633451995,610425344,1.741174221,-0.367656414,0.02886502,-9.837762931,0.001720719,0.53676492,0.000672252,,,,,,,,,,,,
i,1633451995,620429824,1.751178741,-0.369252963,0.032508066,-9.804349906,0.001504996,0.535948038,0.001682654,,,,,,,,,,,,
i,1633451995,630436352,1.761185408,-0.384786047,0.059895479,-9.76543127,0.00165818,0.537538588,0.002154655,,,,,,,,,,,,
p,1633451995,889690750,1.766675949,,,,2.07E-16,-2.07E-16,0,,,-0.10910614,0.13385722,0.071979256,0.018936439,-0.022171736,-0.00140368,0.999573837,0.011393379,-0.01610689,-0.009863454
of,1633451995,675291061,1.767243862,,,,0,0,0,,,0,0,0,0,0,0,1,0,0,0
i,1633451995,640444928,1.771193981,-0.383394155,0.089084945,-9.770788998,0.000455516,0.53700006,0.001741626,,,,,,,,,,,,
i,1633451995,653452544,1.784201622,-0.376271317,0.100738137,-9.808727391,-0.002657462,0.536536813,0.000379318,,,,,,,,,,,,
of,1633451995,695302725,1.787255526,,,,0,0,0,,,0,0,0,0,0,0,1,0,0,0
i,1633451995,663462400,1.794211388,-0.389906751,0.101617651,-9.833826761,-0.000939982,0.54007256,-0.001476659,,,,,,,,,,,,
p,1633451995,923243750,1.800229073,,,,2.07E-16,-2.07E-16,0,,,-0.10871061,0.133328287,0.0716453,0.018936439,-0.022171736,-0.00140368,0.999573837,0.022801168,0.029629763,-0.014815737
i,1633451995,673467904,1.804216862,-0.399545736,0.087421751,-9.819869547,-0.000518642,0.535369277,-0.003382072,,,,,,,,,,,,
of,1633451995,712537527,1.804490328,,,,0,0,0,,,0,0,0,0,0,0,1,0,0,0
ho,1633451995,712537531,1.804490328,,,,0,0,0,,,0,0,0,0,0,0,1,0,0,0
e,1633451995,712537531,1.804490328,,,,,,,0,0,,,,,,,,,,
i,1633451995,683475200,1.814224243,-0.413023898,0.07372217,-9.807621475,0.000735531,0.537205517,-0.004915034,,,,,,,,,,,,
i,1633451995,693484800,1.82423377,-0.412356557,0.056151127,-9.783568984,0.003637379,0.536016941,-0.005911962,,,,,,,,,,,,
of,1633451995,735279799,1.827232599,,,,0,0,0,,,0,0,0,0,0,0,1,0,0,0
of,1633451995,735279799,1.827232599,,,,0,0,0,,,0,0,0,0,0,0,1,0,0,0
p,1633451995,956712750,1.833698034,,,,0.014696652,0.011022489,-0.030074319,,,-0.107924276,0.134335208,0.071221665,0.018936439,-0.022171736,-0.00140368,0.999573837,-0.296815635,0.352036712,-0.005694992
i,1633451995,703490304,1.834239244,-0.398236773,0.048552032,-9.775839851,0.004189136,0.539603174,-0.004903939,,,,,,,,,,,,
i,1633451995,713497856,1.844246864,-0.375710578,0.041292827,-9.781115746,0.002790262,0.533867121,-0.004309359,,,,,,,,,,,,
i,1633451995,723507456,1.854256392,-0.354132039,0.030687833,-9.813693489,-1.33E-05,0.536843479,-0.0024019,,,,,,,,,,,,
i,1633451995,733512960,1.864261866,-0.342908999,0.030498998,-9.837115281,-0.000373232,0.535881281,-0.000344889,,,,,,,,,,,,
of,1633451995,775261402,1.867214203,,,,0,0,0,,,0,0,0,0,0,0,1,0,0,0
i,1633451995,743520512,1.874269485,-0.33966662,0.036192952,-9.837010067,-0.000271176,0.538951814,0.002525902,,,,,,,,,,,,
i,1633451995,753530112,1.884279013,-0.343810259,0.045145544,-9.809228911,0.000438461,0.5340361,0.002369685,,,,,,,,,,,,
of,1633451995,795265913,1.887218714,,,,0,0,0,,,0,0,0,0,0,0,1,0,0,0
i,1633451995,763535616,1.894284487,-0.353821146,0.055804912,-9.777815535,0.001791354,0.538973927,0.002266777,,,,,,,,,,,,
p,1633451996,23160750,1.900146008,,,,-0.009751292,-0.006449874,0.021391811,,,-0.127542371,0.157815741,0.070878133,0.019447167,-0.021787431,-0.00238468,0.999570622,-0.026244976,0.026987115,-0.002077867
of,1633451995,811586380,1.903539181,,,,0,0,0,,,0,0,0,0,0,0,1,0,0,0
ho,1633451995,811586450,1.903539181,,,,0,0,0,,,0,0,0,0,0,0,1,0,0,0
e,1633451995,811586450,1.903539181,,,,,,,0,0,,,,,,,,,,
i,1633451995,773543168,1.904292107,-0.369832772,0.053849906,-9.777574712,0.001830253,0.534713745,-0.001115319,,,,,,,,,,,,
i,1633451995,783553024,1.914302111,-0.389878658,0.04308109,-9.79924177,0.001436136,0.53983134,-0.002699286,,,,,,,,,,,,
i,1633451995,793558272,1.924307346,-0.409620738,0.035673017,-9.810043734,-0.000337718,0.536586523,-0.004565626,,,,,,,,,,,,
of,1633451995,835278034,1.927230835,,,,0,0,0,,,0,0,0,0,0,0,1,0,0,0
of,1633451995,835278034,1.927230835,,,,0,0,0,,,0,0,0,0,0,0,1,0,0,0
i,1633451995,803565824,1.934314728,-0.415880128,0.018110989,-9.813389537,-0.001032001,0.53935945,-0.004595235,,,,,,,,,,,,
i,1633451995,813575424,1.944324493,-0.410663306,0.004873289,-9.800610135,-0.001680015,0.536603034,-0.004745237,,,,,,,,,,,,
i,1633451995,823580928,1.954329967,-0.402788408,-0.00365044,-9.792587572,0.00011045,0.537789881,-0.002793207,,,,,,,,,,,,
i,1633451995,833588480,1.964337349,-0.392655539,-0.000565759,-9.792767605,0.000671515,0.535032451,-0.001401115,,,,,,,,,,,,
of,1633451995,875311136,1.967263937,,,,0,0,0,,,0,0,0,0,0,0,1,0,0,0
of,1633451995,875311136,1.967263937,,,,0,0,0,,,0,0,0,0,0,0,1,0,0,0
i,1633451995,843598080,1.974347115,-0.377212689,0.01862116,-9.792590495,0.000881081,0.53830409,0.00142085,,,,,,,,,,,,
i,1633451995,853603584,1.984352589,-0.362732913,0.043214968,-9.80941245,0.000178098,0.53639555,0.003242983,,,,,,,,,,,,
i,1633451995,863617024,1.994365931,-0.349726205,0.062874147,-9.811689748,0.00081035,0.539460063,0.001751242,,,,,,,,,,,,
p,1633451996,123307750,2.000293016,,,,0,0,0,,,-0.130151263,0.160536353,0.070659112,0.018934973,-0.02212991,-0.001330895,0.999574891,-0.042587297,0.040177427,-0.006924929
e,1633451995,910118998,2.002071857,,,,,,,0,0,,,,,,,,,,
of,1633451995,910119057,2.002071857,,,,0,0,0,,,0,0,0,0,0,0,1,0,0,0
ho,1633451995,910118998,2.002071857,,,,0,0,0,,,0,0,0,0,0,0,1,0,0,0
i,1633451995,873626368,2.004375458,-0.348615394,0.077443278,-9.811098212,0.00029176,0.534224987,0.000550907,,,,,,,,,,,,
i,1633451995,883631872,2.014380932,-0.358079096,0.078913707,-9.809441677,-0.000381127,0.537363827,-0.0007811,,,,,,,,,,,,
i,1633451995,893639168,2.024388075,-0.369428904,0.075013087,-9.799923907,0.000628265,0.534231544,-0.00257936,,,,,,,,,,,,
of,1633451995,935304165,2.027256966,,,,0,0,0,,,0,0,0,0,0,0,1,0,0,0
of,1633451995,935304165,2.027256966,,,,0,0,0,,,0,0,0,0,0,0,1,0,0,0
p,1633451996,156578750,2.033564091,,,,0.117772382,0.070354857,-0.087575559,,,-0.131554155,0.161885802,0.070417168,0.018934973,-0.02212991,-0.001330895,0.999574891,-0.934885662,0.301286803,-0.312722588
i,1633451995,903648256,2.034397125,-0.383510073,0.06840203,-9.791851075,0.000807972,0.538371503,-0.003639813,,,,,,,,,,,,
i,1633451995,913653504,2.044402599,-0.403638668,0.056339266,-9.794159936,0.001029467,0.536085069,-0.003908963,,,,,,,,,,,,
i,1633451995,923660800,2.054409742,-0.413537656,0.055490449,-9.799772515,0.001840434,0.539745092,-0.003872901,,,,,,,,,,,,
i,1633451995,933669888,2.064418793,-0.412677313,0.055563422,-9.791828863,-0.000393676,0.538310111,-0.004023626,,,,,,,,,,,,
p,1633451996,189681750,2.06666708,,,,0.03773339,-0.014523589,-0.038425804,,,-0.161994395,0.172414448,0.059151253,0.020917009,-0.020940996,-0.002714591,0.999558195,-0.754439245,0.210540893,-0.556412057
